drug,gene,label,drug_new_id,gene_new_id,label
DB00783,28966,1,139,7782,1
DB00783,5557,1,139,3267,1
DB00783,57214,-1,139,9349,-1
DB00783,23122,1,139,6935,1
DB00783,7290,1,139,4371,1
DB00783,7019,1,139,4196,1
DB00783,6529,-1,139,3887,-1
DB00783,1869,1,139,1179,1
DB00783,2172,-1,139,1367,-1
DB00783,4790,1,139,2777,1
DB00783,81544,1,139,10332,1
DB00783,64761,1,139,9675,1
DB00783,5243,-1,139,3063,-1
DB00783,23327,-1,139,7098,-1
DB00783,9609,1,139,5537,1
DB00783,55061,1,139,8684,1
DB00783,316,1,139,194,1
DB00783,2669,1,139,1592,1
DB00783,11012,1,139,6511,1
DB00783,9246,1,139,5310,1
DB00783,1854,1,139,1173,1
DB00783,51564,-1,139,8273,-1
DB00783,8349,-1,139,4767,-1
DB00783,928,-1,139,591,-1
DB00783,29968,1,139,7903,1
DB00783,581,1,139,363,1
DB00783,25939,1,139,7438,1
DB00783,6059,1,139,3606,1
DB00783,134,1,139,83,1
DB00783,23180,1,139,6980,1
DB00783,4594,-1,139,2644,-1
DB00783,6166,-1,139,3649,-1
DB00783,5696,1,139,3372,1
DB00783,1021,1,139,668,1
DB00783,2194,-1,139,1382,-1
DB00783,64750,1,139,9670,1
DB00783,652,1,139,406,1
DB00783,8031,1,139,4669,1
DB00783,6483,1,139,3852,1
DB00783,11045,1,139,6535,1
DB00783,4893,1,139,2849,1
DB00783,9411,-1,139,5404,-1
DB00783,51421,1,139,8219,1
DB00783,6542,-1,139,3897,-1
DB00783,2730,1,139,1621,1
DB00783,3918,1,139,2329,1
DB00783,5934,-1,139,3542,-1
DB00783,10157,-1,139,5939,-1
DB00783,960,1,139,617,1
DB00783,1399,1,139,891,1
DB00783,1573,1,139,997,1
DB00783,2525,1,139,1506,1
DB00783,629,-1,139,387,-1
DB00783,79689,1,139,9969,1
DB00783,8000,-1,139,4660,-1
DB00783,11221,-1,139,6648,-1
DB00783,1797,1,139,1128,1
DB00783,5932,1,139,3540,1
DB00783,2252,1,139,1419,1
DB00783,4637,-1,139,2675,-1
DB00783,3929,-1,139,2334,-1
DB00783,8445,-1,139,4803,-1
DB00783,7433,1,139,4467,1
DB00783,9124,-1,139,5231,-1
DB00783,23787,-1,139,7338,-1
DB00783,6284,-1,139,3723,-1
DB00783,11130,1,139,6588,1
DB00783,3655,1,139,2156,1
DB00783,55089,-1,139,8702,-1
DB00783,56475,-1,139,9186,-1
DB00783,5318,-1,139,3116,-1
DB00783,124,-1,139,75,-1
DB00783,55247,1,139,8818,1
DB00783,5279,-1,139,3087,-1
DB00783,10221,-1,139,5989,-1
DB00783,64240,-1,139,9616,-1
DB00783,23254,1,139,7043,1
DB00783,7764,-1,139,4593,-1
DB00783,6197,1,139,3670,1
DB00783,27109,1,139,7671,1
DB00783,506,1,139,322,1
DB00783,4324,-1,139,2576,-1
DB00783,3925,-1,139,2332,-1
DB00783,23125,1,139,6936,1
DB00783,7128,1,139,4286,1
DB00783,163486,-1,139,10773,-1
DB00783,655,-1,139,409,-1
DB00783,4582,1,139,2637,1
DB00783,23306,1,139,7082,1
DB00783,9232,1,139,5302,1
DB00783,7296,1,139,4377,1
DB00783,182,-1,139,113,-1
DB00783,55157,1,139,8749,1
DB00783,5307,1,139,3108,1
DB00783,3904,1,139,2319,1
DB00783,4217,1,139,2518,1
DB00783,23201,-1,139,6997,-1
DB00783,253512,-1,139,10850,-1
DB00783,1545,-1,139,984,-1
DB00783,64792,-1,139,9695,-1
DB00783,2353,-1,139,1484,-1
DB00783,9289,1,139,5334,1
DB00783,3856,-1,139,2298,-1
DB00783,9060,1,139,5193,1
DB00783,2950,-1,139,1765,-1
DB00783,26502,1,139,7591,1
DB00783,27289,-1,139,7724,-1
DB00783,8655,1,139,4946,1
DB00783,4922,1,139,2867,1
DB00783,27113,-1,139,7672,-1
DB00783,5099,-1,139,2969,-1
DB00783,1475,-1,139,940,-1
DB00783,6277,-1,139,3716,-1
DB00783,3598,-1,139,2114,-1
DB00783,744,-1,139,467,-1
DB00783,4016,1,139,2388,1
DB00783,6578,1,139,3924,1
DB00783,2168,-1,139,1364,-1
DB00783,1846,-1,139,1167,-1
DB00783,3434,-1,139,2043,-1
DB00783,27115,1,139,7673,1
DB00783,55244,1,139,8815,1
DB00783,1543,-1,139,982,-1
DB00783,23047,-1,139,6884,-1
DB00783,10293,-1,139,6048,-1
DB00783,1572,-1,139,996,-1
DB00783,5947,-1,139,3547,-1
DB00783,29127,1,139,7840,1
DB00783,79908,-1,139,10120,-1
DB00783,140545,1,139,10715,1
DB00783,53616,-1,139,8369,-1
DB00783,5241,-1,139,3062,-1
DB00783,80765,-1,139,10302,-1
DB00783,148022,1,139,10738,1
DB00783,2001,-1,139,1253,-1
DB00783,4939,1,139,2878,1
DB00783,11009,1,139,6508,1
DB00783,7903,-1,139,4638,-1
DB00783,566,1,139,351,1
DB00783,10195,1,139,5964,1
DB00783,8517,1,139,4854,1
DB00783,3632,1,139,2142,1
DB00783,27290,1,139,7725,1
DB00783,4856,-1,139,2824,-1
DB00783,2081,1,139,1315,1
DB00783,1960,1,139,1225,1
DB00783,23641,-1,139,7298,-1
DB00783,3852,-1,139,2294,-1
DB00783,5140,1,139,2994,1
DB00783,6373,1,139,3781,1
DB00783,91860,-1,139,10579,-1
DB00783,5937,-1,139,3545,-1
DB00783,10990,1,139,6498,1
DB00783,79651,1,139,9944,1
DB00783,7534,1,139,4516,1
DB00783,91543,1,139,10570,1
DB00783,54407,1,139,8413,1
DB00783,10133,-1,139,5920,-1
DB00783,9582,-1,139,5519,-1
DB00783,1291,1,139,819,1
DB00783,7171,1,139,4317,1
DB00783,6233,-1,139,3691,-1
DB00783,2348,1,139,1481,1
DB00783,1601,1,139,1016,1
DB00783,80223,-1,139,10245,-1
DB00783,84722,1,139,10487,1
DB00783,4291,1,139,2555,1
DB00783,6452,1,139,3834,1
DB00783,1535,1,139,976,1
DB00783,8718,-1,139,4983,-1
DB00783,5348,-1,139,3140,-1
DB00783,8394,1,139,4773,1
DB00783,11259,-1,139,6671,-1
DB00783,9060,1,139,5193,1
DB00783,1734,1,139,1087,1
DB00783,7035,-1,139,4209,-1
DB00783,2147,-1,139,1349,-1
DB00783,8714,-1,139,4981,-1
DB00783,28984,-1,139,7791,-1
DB00783,285755,1,139,10896,1
DB00783,5122,1,139,2982,1
DB00783,2556,1,139,1527,1
DB00783,9254,1,139,5315,1
DB00783,3827,-1,139,2277,-1
DB00783,1063,1,139,698,1
DB00783,9518,-1,139,5474,-1
DB00783,54539,-1,139,8463,-1
DB00783,379,-1,139,248,-1
DB00783,3667,1,139,2165,1
DB00783,23023,1,139,6864,1
DB00783,596,-1,139,372,-1
DB00783,23412,-1,139,7164,-1
DB00783,7043,-1,139,4217,-1
DB00783,3182,1,139,1914,1
DB00783,23089,-1,139,6913,-1
DB00783,9619,-1,139,5544,-1
DB00783,6513,1,139,3876,1
DB00783,54930,-1,139,8608,-1
DB00783,26033,1,139,7484,1
DB00783,991,1,139,640,1
DB00783,3762,1,139,2235,1
DB00783,6237,-1,139,3695,-1
DB00783,10051,1,139,5863,1
DB00783,1719,1,139,1079,1
DB00783,182,-1,139,113,-1
DB00783,64976,-1,139,9733,-1
DB00783,2296,1,139,1447,1
DB00783,4143,-1,139,2471,-1
DB00783,976,1,139,632,1
DB00783,4071,-1,139,2424,-1
DB00783,6426,1,139,3813,1
DB00783,3170,1,139,1906,1
DB00783,10959,1,139,6476,1
DB00783,23327,-1,139,7098,-1
DB00783,29028,1,139,7800,1
DB00783,9861,1,139,5727,1
DB00783,56994,1,139,9271,1
DB00783,9,-1,139,1,-1
DB00783,2620,-1,139,1561,-1
DB00783,79694,-1,139,9972,-1
DB00783,10321,1,139,6067,1
DB00783,79144,-1,139,9845,-1
DB00783,3959,1,139,2354,1
DB00783,6615,1,139,3952,1
DB00783,64778,1,139,9683,1
DB00783,10682,-1,139,6323,-1
DB00783,9306,1,139,5337,1
DB00783,22943,-1,139,6823,-1
DB00783,5768,1,139,3423,1
DB00783,7411,-1,139,4450,-1
DB00783,9542,1,139,5496,1
DB00783,3669,1,139,2166,1
DB00783,10733,1,139,6345,1
DB00783,64783,1,139,9688,1
DB00783,586,1,139,366,1
DB00783,8848,-1,139,5074,-1
DB00783,6657,1,139,3987,1
DB00783,1026,-1,139,672,-1
DB00783,2805,1,139,1672,1
DB00783,6241,-1,139,3699,-1
DB00783,79444,1,139,9890,1
DB00783,4830,1,139,2805,1
DB00783,6181,-1,139,3657,-1
DB00783,2330,-1,139,1474,-1
DB00783,5207,-1,139,3042,-1
DB00783,64174,1,139,9601,1
DB00783,768,-1,139,485,-1
DB00783,51077,1,139,8030,1
DB00783,55745,-1,139,9039,-1
DB00783,6819,-1,139,4094,-1
DB00783,5931,1,139,3539,1
DB00783,11332,1,139,6706,1
DB00783,53347,1,139,8362,1
DB00783,8825,-1,139,5059,-1
DB00783,3017,-1,139,1812,-1
DB00783,23195,1,139,6991,1
DB00783,5783,-1,139,3433,-1
DB00783,23295,1,139,7074,1
DB00783,57819,-1,139,9439,-1
DB00783,3006,1,139,1804,1
DB00783,2005,1,139,1256,1
DB00783,4998,1,139,2904,1
DB00783,1363,1,139,862,1
DB00783,8870,-1,139,5088,-1
DB00783,1604,-1,139,1019,-1
DB00783,1660,1,139,1060,1
DB00783,1124,-1,139,729,-1
DB00783,4780,-1,139,2772,-1
DB00783,5979,1,139,3563,1
DB00783,9886,1,139,5746,1
DB00783,2100,-1,139,1319,-1
DB00783,7113,-1,139,4279,-1
DB00783,55769,-1,139,9057,-1
DB00783,9133,1,139,5238,1
DB00783,25837,1,139,7394,1
DB00783,6890,1,139,4137,1
DB00783,6160,1,139,3645,1
DB00783,7832,-1,139,4617,-1
DB00783,204851,1,139,10817,1
DB00783,10874,1,139,6425,1
DB00783,7443,1,139,4470,1
DB00783,3292,1,139,1977,1
DB00783,9787,1,139,5673,1
DB00783,10403,1,139,6115,1
DB00783,9368,1,139,5378,1
DB00783,3673,1,139,2170,1
DB00783,5327,1,139,3124,1
DB00783,79083,1,139,9827,1
DB00783,53637,-1,139,8372,-1
DB00783,4502,-1,139,2622,-1
DB00783,51510,-1,139,8253,-1
DB00783,65983,-1,139,9764,-1
DB00783,3569,-1,139,2093,-1
DB00783,7093,1,139,4259,1
DB00783,8648,1,139,4940,1
DB00783,207,-1,139,127,-1
DB00783,6772,-1,139,4064,-1
DB00783,3484,1,139,2062,1
DB00783,7103,1,139,4269,1
DB00783,2907,1,139,1734,1
DB00783,50859,1,139,7975,1
DB00783,8408,1,139,4782,1
DB00783,2260,-1,139,1425,-1
DB00783,79019,1,139,9799,1
DB00783,420,-1,139,281,-1
DB00783,26960,1,139,7627,1
DB00783,638,-1,139,394,-1
DB00783,6696,1,139,4015,1
DB00783,2737,1,139,1627,1
DB00783,29116,-1,139,7833,-1
DB00783,84525,-1,139,10474,-1
DB00783,259266,1,139,10866,1
DB00783,10379,1,139,6093,1
DB00783,7494,1,139,4497,1
DB00783,7430,1,139,4464,1
DB00783,6013,1,139,3589,1
DB00783,1755,-1,139,1101,-1
DB00783,10866,1,139,6419,1
DB00783,3705,1,139,2197,1
DB00783,6672,1,139,4000,1
DB00783,28965,1,139,7781,1
DB00783,10550,-1,139,6220,-1
DB00783,80830,1,139,10310,1
DB00783,1543,-1,139,982,-1
DB00783,3131,-1,139,1883,-1
DB00783,3068,1,139,1844,1
DB00783,92342,-1,139,10588,-1
DB00783,7076,-1,139,4244,-1
DB00783,858,-1,139,545,-1
DB00783,54821,1,139,8538,1
DB00783,10457,-1,139,6152,-1
DB00783,318,-1,139,196,-1
DB00783,1058,1,139,695,1
DB00783,26059,1,139,7504,1
DB00783,64087,-1,139,9577,-1
DB00783,55790,-1,139,9069,-1
DB00783,59339,1,139,9480,1
DB00783,10272,1,139,6031,1
DB00783,109,1,139,64,1
DB00783,5858,-1,139,3473,-1
DB00783,12,1,139,3,1
DB00783,56672,-1,139,9204,-1
DB00783,11148,1,139,6602,1
DB00783,51297,1,139,8154,1
DB00783,7378,1,139,4429,1
DB00783,7447,-1,139,4472,-1
DB00783,1163,-1,139,755,-1
DB00783,54677,-1,139,8492,-1
DB00783,7052,1,139,4225,1
DB00783,151050,-1,139,10750,-1
DB00783,9136,1,139,5241,1
DB00783,665,-1,139,417,-1
DB00783,598,-1,139,374,-1
DB00783,51195,1,139,8105,1
DB00783,51268,-1,139,8131,-1
DB00783,54542,1,139,8466,1
DB00783,699,1,139,440,1
DB00783,1946,-1,139,1212,-1
DB00783,6566,1,139,3916,1
DB00783,1345,-1,139,848,-1
DB00783,55224,-1,139,8802,-1
DB00783,6880,1,139,4129,1
DB00783,4883,1,139,2840,1
DB00783,2119,1,139,1332,1
DB00783,80233,1,139,10250,1
DB00783,682,1,139,431,1
DB00783,3956,-1,139,2351,-1
DB00783,330,1,139,208,1
DB00783,56926,1,139,9240,1
DB00783,1318,-1,139,841,-1
DB00783,4763,1,139,2765,1
DB00783,57817,-1,139,9438,-1
DB00783,55,-1,139,40,-1
DB00783,7145,-1,139,4298,-1
DB00783,6649,-1,139,3979,-1
DB00783,7187,1,139,4330,1
DB00783,5606,-1,139,3308,-1
DB00783,7903,-1,139,4638,-1
DB00783,57613,-1,139,9409,-1
DB00783,7298,1,139,4379,1
DB00783,2872,1,139,1709,1
DB00783,7873,1,139,4633,1
DB00783,6095,-1,139,3610,-1
DB00783,5286,-1,139,3091,-1
DB00783,79083,1,139,9827,1
DB00783,27101,1,139,7668,1
DB00783,23111,-1,139,6928,-1
DB00783,113251,1,139,10626,1
DB00783,1191,-1,139,771,-1
DB00783,9156,1,139,5257,1
DB00783,27346,1,139,7754,1
DB00783,79778,1,139,10028,1
DB00783,9480,1,139,5451,1
DB00783,6505,1,139,3869,1
DB00783,7031,1,139,4206,1
DB00783,7124,1,139,4282,1
DB00783,2318,-1,139,1464,-1
DB00783,100132406,1,139,10999,1
DB00783,11274,1,139,6680,1
DB00783,23223,1,139,7016,1
DB00783,4843,1,139,2814,1
DB00783,23185,1,139,6982,1
DB00783,1381,1,139,875,1
DB00783,9540,1,139,5494,1
DB00783,993,1,139,641,1
DB00783,205,1,139,126,1
DB00783,654,1,139,408,1
DB00783,5933,1,139,3541,1
DB00783,56898,-1,139,9225,-1
DB00783,1889,1,139,1187,1
DB00783,64285,-1,139,9619,-1
DB00783,4882,1,139,2839,1
DB00783,8841,-1,139,5071,-1
DB00783,25963,-1,139,7449,-1
DB00783,2099,-1,139,1318,-1
DB00783,7033,1,139,4208,1
DB00783,10050,-1,139,5862,-1
DB00783,933,1,139,596,1
DB00783,79801,1,139,10042,1
DB00783,8861,1,139,5083,1
DB00783,51454,-1,139,8235,-1
DB00783,10388,-1,139,6100,-1
DB00783,347902,-1,139,10915,-1
DB00783,1109,-1,139,716,-1
DB00783,7001,-1,139,4183,-1
DB00783,1163,-1,139,755,-1
DB00783,51171,-1,139,8090,-1
DB00783,54498,1,139,8444,1
DB00783,23511,1,139,7217,1
DB00783,4494,-1,139,2617,-1
DB00783,11278,-1,139,6683,-1
DB00783,4128,-1,139,2461,-1
DB00783,7913,1,139,4640,1
DB00783,3557,1,139,2082,1
DB00783,79039,1,139,9807,1
DB00783,4001,-1,139,2378,-1
DB00783,867,1,139,554,1
DB00783,54894,-1,139,8588,-1
DB00783,9173,1,139,5267,1
DB00783,790,1,139,500,1
DB00783,22979,-1,139,6834,-1
DB00783,490,-1,139,315,-1
DB00783,4677,1,139,2704,1
DB00783,4323,1,139,2575,1
DB00783,54877,-1,139,8575,-1
DB00783,1028,-1,139,674,-1
DB00783,1356,1,139,857,1
DB00783,2495,-1,139,1499,-1
DB00783,865,1,139,552,1
DB00783,722,-1,139,453,-1
DB00783,3123,1,139,1881,1
DB00783,5580,-1,139,3283,-1
DB00783,55343,1,139,8884,1
DB00783,6119,-1,139,3618,-1
DB00783,5265,1,139,3075,1
DB00783,56893,1,139,9221,1
DB00783,64080,-1,139,9573,-1
DB00783,3398,1,139,2025,1
DB00783,4711,-1,139,2735,-1
DB00783,23254,1,139,7043,1
DB00783,23328,1,139,7099,1
DB00783,652,1,139,406,1
DB00783,3992,1,139,2373,1
DB00783,6279,1,139,3718,1
DB00783,26207,1,139,7545,1
DB00783,4782,1,139,2774,1
DB00783,51136,-1,139,8071,-1
DB00783,57602,1,139,9405,1
DB00783,5921,1,139,3530,1
DB00783,5800,-1,139,3449,-1
DB00783,7366,1,139,4420,1
DB00783,10371,-1,139,6091,-1
DB00783,51646,-1,139,8303,-1
DB00783,6581,-1,139,3927,-1
DB00783,3823,1,139,2275,1
DB00783,6445,-1,139,3827,-1
DB00783,57556,1,139,9394,1
DB00783,4710,-1,139,2734,-1
DB00783,8900,-1,139,5115,-1
DB00783,55638,-1,139,8969,-1
DB00783,1649,1,139,1052,1
DB00783,253143,1,139,10847,1
DB00783,51053,1,139,8016,1
DB00783,6296,-1,139,3730,-1
DB00783,1824,-1,139,1148,-1
DB00783,57551,1,139,9392,1
DB00783,55323,-1,139,8870,-1
DB00783,901,-1,139,572,-1
DB00783,251,1,139,159,1
DB00783,4131,-1,139,2464,-1
DB00783,81034,1,139,10320,1
DB00783,29074,1,139,7807,1
DB00783,8811,1,139,5048,1
DB00783,4836,-1,139,2809,-1
DB00783,7042,-1,139,4216,-1
DB00783,1311,1,139,835,1
DB00783,8821,-1,139,5056,-1
DB00783,3488,-1,139,2066,-1
DB00783,153,1,139,95,1
DB00783,3428,1,139,2038,1
DB00783,9623,-1,139,5546,-1
DB00783,8202,-1,139,4714,-1
DB00783,23480,-1,139,7200,-1
DB00783,54475,1,139,8435,1
DB00783,3176,1,139,1910,1
DB00783,28978,-1,139,7788,-1
DB00783,1373,-1,139,870,-1
DB00783,8549,1,139,4879,1
DB00783,10044,1,139,5857,1
DB00783,6717,-1,139,4028,-1
DB00783,5664,1,139,3347,1
DB00783,5982,1,139,3566,1
DB00783,185,-1,139,115,-1
DB00783,51002,-1,139,7987,-1
DB00783,72,-1,139,45,-1
DB00783,5502,-1,139,3232,-1
DB00783,11099,-1,139,6570,-1
DB00783,6184,1,139,3660,1
DB00783,10626,-1,139,6282,-1
DB00783,367,-1,139,239,-1
DB00783,4128,-1,139,2461,-1
DB00783,80339,-1,139,10277,-1
DB00783,353189,1,139,10917,1
DB00783,89797,1,139,10534,1
DB00783,9353,1,139,5366,1
DB00783,8100,-1,139,4689,-1
DB00783,23309,1,139,7085,1
DB00783,6659,-1,139,3989,-1
DB00783,3423,-1,139,2035,-1
DB00783,64283,1,139,9617,1
DB00783,11138,-1,139,6593,-1
DB00783,9928,1,139,5781,1
DB00783,54626,1,139,8486,1
DB00783,107,1,139,62,1
DB00783,81848,1,139,10379,1
DB00783,10351,-1,139,6081,-1
DB00783,130,-1,139,79,-1
DB00783,3431,1,139,2041,1
DB00783,2778,-1,139,1649,-1
DB00783,3070,1,139,1846,1
DB00783,1337,-1,139,845,-1
DB00783,29922,-1,139,7877,-1
DB00783,5997,1,139,3580,1
DB00783,641,1,139,397,1
DB00783,5166,-1,139,3016,-1
DB00783,860,1,139,547,1
DB00783,10211,-1,139,5979,-1
DB00783,4288,1,139,2553,1
DB00783,10468,-1,139,6162,-1
DB00783,64699,1,139,9661,1
DB00783,51192,-1,139,8103,-1
DB00783,4477,-1,139,2608,-1
DB00783,10249,-1,139,6015,-1
DB00783,837,1,139,533,1
DB00783,1519,-1,139,968,-1
DB00783,3754,1,139,2227,1
DB00783,5442,1,139,3195,1
DB00783,177,1,139,110,1
DB00783,55957,-1,139,9136,-1
DB00783,9166,1,139,5261,1
DB00783,25840,-1,139,7396,-1
DB00783,4292,-1,139,2556,-1
DB00783,360,-1,139,233,-1
DB00783,3128,1,139,1882,1
DB00783,2947,1,139,1762,1
DB00783,8479,1,139,4824,1
DB00783,79944,1,139,10136,1
DB00783,55281,-1,139,8841,-1
DB00783,1555,1,139,988,1
DB00783,10885,1,139,6430,1
DB00783,4325,-1,139,2577,-1
DB00783,5664,1,139,3347,1
DB00783,23117,1,139,6932,1
DB00783,3187,1,139,1918,1
DB00783,23600,-1,139,7276,-1
DB00783,1316,-1,139,839,-1
DB00783,6421,1,139,3809,1
DB00783,23397,1,139,7151,1
DB00783,54014,-1,139,8387,-1
DB00783,7454,1,139,4476,1
DB00783,489,-1,139,314,-1
DB00783,5465,-1,139,3214,-1
DB00783,23077,-1,139,6906,-1
DB00783,3479,-1,139,2058,-1
DB00783,7586,-1,139,4541,-1
DB00783,7225,1,139,4341,1
DB00783,1906,-1,139,1196,-1
DB00783,8718,-1,139,4983,-1
DB00783,9429,1,139,5417,1
DB00783,3303,1,139,1985,1
DB00783,55847,1,139,9100,1
DB00783,5976,1,139,3560,1
DB00783,126,-1,139,77,-1
DB00783,3600,-1,139,2115,-1
DB00783,10562,1,139,6231,1
DB00783,10957,-1,139,6475,-1
DB00783,5733,1,139,3405,1
DB00783,6383,1,139,3786,1
DB00783,5296,-1,139,3100,-1
DB00783,7316,1,139,4387,1
DB00783,3273,-1,139,1968,-1
DB00783,5198,1,139,3037,1
DB00783,9451,-1,139,5430,-1
DB00783,4050,1,139,2406,1
DB00783,3202,1,139,1929,1
DB00783,1645,1,139,1049,1
DB00783,11199,-1,139,6639,-1
DB00783,64131,1,139,9593,1
DB00783,4175,1,139,2496,1
DB00783,7318,1,139,4389,1
DB00783,27250,1,139,7716,1
DB00783,9388,-1,139,5391,-1
DB00783,8839,1,139,5069,1
DB00783,6601,-1,139,3942,-1
DB00783,1819,-1,139,1143,-1
DB00783,3283,1,139,1973,1
DB00783,51191,1,139,8102,1
DB00783,9532,1,139,5487,1
DB00783,6171,-1,139,3654,-1
DB00783,9918,1,139,5771,1
DB00783,55315,1,139,8865,1
DB00783,4248,1,139,2535,1
DB00783,6676,1,139,4003,1
DB00783,9903,1,139,5758,1
DB00783,79802,1,139,10043,1
DB00783,9700,1,139,5606,1
DB00783,4717,-1,139,2739,-1
DB00783,799,1,139,506,1
DB00783,4907,-1,139,2858,-1
DB00783,9915,-1,139,5769,-1
DB00783,23635,-1,139,7294,-1
DB00783,50632,-1,139,7959,-1
DB00783,79733,1,139,9998,1
DB00783,6542,-1,139,3897,-1
DB00783,7644,-1,139,4551,-1
DB00783,514,-1,139,325,-1
DB00783,3491,-1,139,2069,-1
DB00783,2731,-1,139,1622,-1
DB00783,4602,1,139,2651,1
DB00783,5361,-1,139,3151,-1
DB00783,6628,1,139,3963,1
DB00783,8189,1,139,4708,1
DB00783,65055,-1,139,9741,-1
DB00783,2113,-1,139,1327,-1
DB00783,7022,1,139,4199,1
DB00783,1440,1,139,915,1
DB00783,10166,1,139,5948,1
DB00783,9076,-1,139,5201,-1
DB00783,5121,-1,139,2981,-1
DB00783,5345,-1,139,3137,-1
DB00783,54810,-1,139,8530,-1
DB00783,6699,1,139,4017,1
DB00783,115207,1,139,10650,1
DB00783,1907,-1,139,1197,-1
DB00783,6196,1,139,3669,1
DB00783,8844,1,139,5073,1
DB00783,5143,1,139,2997,1
DB00783,5600,1,139,3302,1
DB00783,4940,1,139,2879,1
DB00783,7015,1,139,4193,1
DB00783,7422,-1,139,4458,-1
DB00783,2877,-1,139,1712,-1
DB00783,6731,-1,139,4036,-1
DB00783,11009,1,139,6508,1
DB00783,1017,-1,139,664,-1
DB00783,1051,1,139,691,1
DB00783,8204,1,139,4715,1
DB00783,10409,-1,139,6119,-1
DB00783,948,-1,139,605,-1
DB00783,83463,-1,139,10409,-1
DB00783,672,-1,139,424,-1
DB00783,210,-1,139,129,-1
DB00783,4312,-1,139,2565,-1
DB00783,2114,-1,139,1328,-1
DB00783,2243,-1,139,1410,-1
DB00783,4547,-1,139,2634,-1
DB00783,81542,1,139,10330,1
DB00783,666,-1,139,418,-1
DB00783,1364,-1,139,863,-1
DB00783,2920,-1,139,1745,-1
DB00783,4145,1,139,2473,1
DB00783,10622,1,139,6279,1
DB00783,5268,1,139,3078,1
DB00783,5154,-1,139,3005,-1
DB00783,5743,-1,139,3412,-1
DB00783,26010,1,139,7472,1
DB00783,10951,-1,139,6469,-1
DB00783,5905,1,139,3515,1
DB00783,51478,-1,139,8244,-1
DB00783,10395,1,139,6107,1
DB00783,1551,-1,139,986,-1
DB00783,7186,-1,139,4329,-1
DB00783,4061,1,139,2416,1
DB00783,211,1,139,130,1
DB00783,4931,-1,139,2875,-1
DB00783,1718,-1,139,1078,-1
DB00783,2002,1,139,1254,1
DB00783,26959,-1,139,7626,-1
DB00783,467,-1,139,298,-1
DB00783,2160,-1,139,1358,-1
DB00783,3575,1,139,2097,1
DB00783,54345,-1,139,8407,-1
DB00783,27097,1,139,7666,1
DB00783,3181,1,139,1913,1
DB00783,5734,-1,139,3406,-1
DB00783,6207,-1,139,3677,-1
DB00783,6239,1,139,3697,1
DB00783,4153,-1,139,2481,-1
DB00783,2064,-1,139,1303,-1
DB00783,19,-1,139,8,-1
DB00783,56922,1,139,9237,1
DB00783,8737,-1,139,4999,-1
DB00783,271,1,139,167,1
DB00783,27010,-1,139,7637,-1
DB00783,10125,1,139,5914,1
DB00783,8123,1,139,4693,1
DB00783,444,1,139,292,1
DB00783,1026,-1,139,672,-1
DB00783,7168,1,139,4314,1
DB00783,1028,-1,139,674,-1
DB00783,3916,1,139,2328,1
DB00783,10724,-1,139,6339,-1
DB00783,3779,1,139,2246,1
DB00783,5427,1,139,3182,1
DB00783,29091,-1,139,7816,-1
DB00783,5888,1,139,3501,1
DB00783,891,-1,139,565,-1
DB00783,6558,-1,139,3909,-1
DB00783,51174,1,139,8092,1
DB00783,5422,1,139,3177,1
DB00783,1958,-1,139,1223,-1
DB00783,189,-1,139,118,-1
DB00783,29927,1,139,7880,1
DB00783,54469,-1,139,8430,-1
DB00783,5009,-1,139,2913,-1
DB00783,794,1,139,502,1
DB00783,4208,1,139,2511,1
DB00783,10826,1,139,6401,1
DB00783,904,1,139,574,1
DB00783,7277,1,139,4365,1
DB00783,84159,-1,139,10451,-1
DB00783,55540,1,139,8926,1
DB00783,2029,-1,139,1274,-1
DB00783,5984,-1,139,3568,-1
DB00783,83448,1,139,10404,1
DB00783,50486,-1,139,7942,-1
DB00783,5930,-1,139,3538,-1
DB00783,4744,1,139,2754,1
DB00783,27092,-1,139,7664,-1
DB00783,10936,1,139,6460,1
DB00783,29087,-1,139,7814,-1
DB00783,367,-1,139,239,-1
DB00783,2674,-1,139,1597,-1
DB00783,5894,-1,139,3507,-1
DB00783,28996,-1,139,7796,-1
DB00783,55885,-1,139,9117,-1
DB00783,55601,1,139,8942,1
DB00783,5604,1,139,3306,1
DB00783,56649,1,139,9198,1
DB00783,1811,-1,139,1139,-1
DB00783,2633,-1,139,1572,-1
DB00783,4199,1,139,2507,1
DB00783,467,-1,139,298,-1
DB00783,65260,1,139,9759,1
DB00783,845,1,139,541,1
DB00783,57718,1,139,9425,1
DB00783,9022,1,139,5168,1
DB00783,26278,1,139,7573,1
DB00783,57198,-1,139,9344,-1
DB00783,23132,1,139,6941,1
DB00783,6694,-1,139,4013,-1
DB00783,4691,1,139,2716,1
DB00783,3397,-1,139,2024,-1
DB00783,10611,1,139,6269,1
DB00783,3553,-1,139,2079,-1
DB00783,55103,1,139,8712,1
DB00783,3858,-1,139,2299,-1
DB00783,9467,1,139,5442,1
DB00783,2001,-1,139,1253,-1
DB00783,440,1,139,290,1
DB00783,3856,-1,139,2298,-1
DB00783,953,-1,139,610,-1
DB00783,6651,1,139,3981,1
DB00783,55532,-1,139,8923,-1
DB00783,23015,1,139,6858,1
DB00783,120,-1,139,73,-1
DB00783,5147,-1,139,3000,-1
DB00783,8483,1,139,4828,1
DB00783,5431,1,139,3186,1
DB00783,55746,-1,139,9040,-1
